Reference,Date,Latitude,Longitude,Station,Depth,Acanthoica quattrospina,Algirosphaera robusta,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calciosolenia brasiliensis,Calciosolenia murrayi,Calciopappus rigidus ,Ceratolithus cristatus,Discosphaera tubifera,Helicosphaera carteri,Helicosphaera sp.1suave,Michaelsarsia adriaticus (Halolappus),Michaelsarsia elegans,Oolithotus spp.,Ophiaster hydroideus,Palusphaera spp.,Papposphaera sp.,Poricalyptra aurisinae,Pontosphaera syracusana,Reticulofenestra sessilis(sobre Thalassiosira),Rhabdosphaera clavigera,Scisphosphaera apsteinii,Syracosphaera pulchra HET,S. pulchra HOL,Syracosphaera pirus,Syracosphaera prolongata,Syracosphaera sp.(petita rodona),Syracosphaera spp.,Umbellosphaera irregularis,Umbilicosphaera anulus ,Umbilicosphaera sibogae,Coco sp1(med-large oval coccolths) Simil Coronosphaera,Coco sp2 (mediana cocos transparentes),Coco sp4 (dark 11-15um),Coco sp5 (reticulate16um),Coco sp6 (dark bipolar 14um),Coco sp8 (possible Gladiolithus),Coco sp9 (oval coccoliths 36um),Coco sp10 (25um SF),Coco sp11 (12-18um SF) simil Hayaster,Coco sp12 (bipolar HOL SF),Coco sp13 (elongated 19x6um SF),Coco sp15 (13x8um bipolar SF),Coco sp16 SF pointed,Coco sp17 SF tail (oval coccoliths),Coco sp18 SF triang,Coco sp19 SF Clear central area,Unidentified coccolithophores large,Unidentified coccolithophores small <10um
Estrada2016,16-12-2010,35.0812,-9.3099,1,3,0,0,,260,10,10,0,10,190,30,,0,0,0,0,0,0,,0,0,40,30,90,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,30,0,0,0,,100,4932
Estrada2016,16-12-2010,35.0812,-9.3099,1,20,0,10,,140,0,0,0,0,190,40,,0,0,0,0,0,0,,0,0,50,10,40,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,120,5343
Estrada2016,16-12-2010,35.0812,-9.3099,1,80,0,0,,210,10,10,0,0,210,20,,0,10,0,0,0,0,,0,0,10,20,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90,5206
Estrada2016,19-12-2010,29.41,-17.1728,3,3,0,0,,0,10,0,0,0,250,10,,0,10,0,0,0,0,,10,0,20,0,20,10,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,110,3425
Estrada2016,19-12-2010,29.41,-17.1728,3,28,0,0,,40,10,20,0,0,310,30,,0,10,0,0,10,0,,10,0,20,10,80,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,220,3288
Estrada2016,19-12-2010,29.41,-17.1728,3,98,0,0,,70,0,0,0,0,330,30,,0,0,0,0,0,0,,0,0,30,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,,80,2740
Estrada2016,22-12-2010,23.1644,-22.1333,6,3,10,0,,0,0,0,20,0,640,0,,0,10,0,0,0,0,,0,0,30,0,90,10,20,20,0,0,150,10,660,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,130,7672
Estrada2016,22-12-2010,23.1644,-22.1333,6,33,0,0,,0,0,10,20,0,490,10,,0,20,0,10,0,0,,0,0,60,0,130,50,0,10,0,0,959,0,540,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,,110,7398
Estrada2016,22-12-2010,23.1644,-22.1333,6,88,0,10,,10,0,20,10,0,380,0,,0,0,0,10,0,0,,0,0,30,10,60,20,0,10,0,20,685,0,510,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,90,8357
Estrada2016,23-12-2010,21.2701,-23.2727,7,3,10,0,,40,10,0,10,0,330,30,,0,0,0,10,0,0,,0,0,40,0,60,20,10,10,0,0,130,0,170,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,,90,4932
Estrada2016,23-12-2010,21.2701,-23.2727,7,31,0,0,,30,0,10,20,0,510,0,,0,10,0,20,0,0,,0,0,20,0,100,20,0,0,0,10,1096,0,150,10,0,30,0,0,0,0,0,0,0,0,0,0,0,0,,130,5480
Estrada2016,23-12-2010,21.2701,-23.2727,7,88,0,70,,0,0,70,30,0,10,30,,0,10,0,822,0,0,,0,10,0,0,10,0,0,10,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,180,3836
Estrada2016,24-12-2010,20.1567,-24.1507,8,3,0,0,,0,0,0,10,0,548,60,,0,0,0,137,0,0,,0,0,20,0,50,10,0,0,0,10,0,0,450,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,70,3151
Estrada2016,24-12-2010,20.1567,-24.1507,8,31,0,0,,0,0,0,10,0,260,70,,0,0,0,0,10,0,,0,0,10,0,80,10,10,10,0,0,20,0,380,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,120,3836
Estrada2016,24-12-2010,20.1567,-24.1507,8,60,0,50,,30,0,10,0,0,10,20,,0,10,10,411,0,0,,10,10,10,0,20,20,0,0,0,0,0,50,10,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,,290,10275
Estrada2016,25-12-2010,16.0984,-26.0153,9,3,0,0,,20,40,0,0,0,290,100,,0,0,0,0,0,0,,0,0,40,0,40,20,0,0,0,0,411,0,300,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,190,3288
Estrada2016,25-12-2010,16.0984,-26.0153,9,28,0,290,,10,470,200,0,0,20,140,,0,0,40,1233,0,0,,0,10,0,0,0,10,0,0,0,0,10,70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,,250,3151
Estrada2016,25-12-2010,16.0984,-26.0153,9,75,0,0,,10,0,0,0,0,200,60,,0,0,0,0,0,0,,0,0,100,0,80,10,0,0,0,20,822,0,270,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,180,2603
Estrada2016,26-12-2010,14.3118,-26.0002,10,3,0,0,,0,30,20,20,0,510,80,,0,0,0,10,0,0,,0,0,40,0,140,20,0,0,0,10,959,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,350,4932
Estrada2016,26-12-2010,14.3118,-26.0002,10,25,10,0,,0,20,0,0,0,560,60,,0,0,0,10,0,0,,0,0,30,0,130,0,0,0,0,0,1233,0,290,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,240,6302
Estrada2016,26-12-2010,14.3118,-26.0002,10,65,0,180,,0,0,40,0,0,0,20,,0,0,0,1918,0,0,,0,10,0,0,0,0,0,0,0,0,137,140,40,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,,80,5891
Estrada2016,27-12-2010,12.299,-25.5917,11,3,0,0,,10,30,0,0,10,750,20,,0,0,0,0,0,0,,0,0,30,0,250,30,0,0,0,0,822,0,50,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,430,5617
Estrada2016,27-12-2010,12.299,-25.5917,11,28,0,0,,0,20,0,0,0,810,20,,0,0,0,0,0,0,,0,0,70,0,110,10,0,0,0,0,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,120,3014
Estrada2016,27-12-2010,12.299,-25.5917,11,65,0,50,,0,50,220,0,0,0,90,,0,0,10,822,0,0,,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,220,5343
Estrada2016,28-12-2010,9.3382,-25.596,12,3,0,0,,0,0,0,0,20,330,130,,0,0,0,0,0,0,,0,0,20,0,190,10,0,10,0,0,1370,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,260,8768
Estrada2016,28-12-2010,9.3382,-25.596,12,29,0,0,,0,0,0,0,0,270,130,,0,0,0,0,0,0,,0,0,0,0,130,10,0,0,0,0,822,0,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,,230,8494
Estrada2016,28-12-2010,9.3382,-25.596,12,70,0,60,,0,50,30,0,0,0,190,,0,40,0,411,0,0,,0,0,10,0,0,0,0,0,0,0,0,30,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,,140,5343
Estrada2016,29-12-2010,7.1941,-25.5975,13,3,0,0,,0,0,0,0,0,650,120,,0,0,0,0,0,0,,0,0,50,0,180,0,0,0,10,0,2329,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,600,13563
Estrada2016,29-12-2010,7.1941,-25.5975,13,24,0,0,,0,0,0,0,10,490,100,,0,10,0,0,0,0,,0,0,60,0,60,0,0,0,0,10,685,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,620,12193
Estrada2016,29-12-2010,7.1941,-25.5975,13,55,0,0,,0,50,170,0,0,0,50,,0,411,0,274,0,0,,0,0,20,0,10,0,0,0,0,0,0,70,140,20,0,0,0,0,20,0,0,0,0,0,0,0,10,0,,120,7261
Estrada2016,30-12-2010,4.5932,-26.0029,14,3,0,0,,0,20,10,0,0,510,10,,0,0,0,0,0,0,,0,0,30,0,0,0,0,0,0,0,411,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,290,5069
Estrada2016,30-12-2010,4.5932,-26.0029,14,26,0,0,,0,10,10,0,0,290,30,,0,10,0,0,0,0,,0,0,10,0,50,0,0,20,0,0,137,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,300,5069
Estrada2016,30-12-2010,4.5932,-26.0029,14,80,0,110,,0,570,170,0,0,10,60,,0,200,0,411,0,0,,0,0,0,0,0,0,0,60,0,0,0,20,80,0,20,0,0,0,120,0,0,0,0,0,0,0,30,0,,370,8631
Estrada2016,30-12-2010,4.5932,-26.0029,14,3,0,0,,0,40,0,0,0,350,0,,0,0,0,0,0,0,,0,0,100,0,20,0,0,0,0,0,1096,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,210,6302
Estrada2016,31-12-2010,2.2744,-26.0054,15,25,0,0,,0,20,0,0,0,440,20,,0,0,0,0,0,0,,0,0,100,0,30,20,0,0,0,0,1644,0,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,370,7261
Estrada2016,31-12-2010,2.2744,-26.0054,15,80,0,120,,920,480,340,0,0,20,0,,0,0,430,1233,0,0,,0,0,0,0,0,0,0,0,0,0,137,50,130,0,80,0,0,0,10,0,0,0,0,0,0,0,30,0,,470,11097
Estrada2016,01-01-2011,0.1086,-26.0091,16,3,10,10,,200,1470,760,0,0,140,50,,0,20,10,274,0,0,,0,0,40,0,30,0,0,0,0,10,274,0,100,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,380,22742
Estrada2016,01-01-2011,0.1086,-26.0091,16,22,0,10,,380,1918,2740,0,0,130,30,,0,60,40,1781,0,0,,0,0,0,0,30,10,0,0,0,0,137,10,110,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200,24523
Estrada2016,01-01-2011,0.1086,-26.0091,16,62,0,20,,390,2329,959,0,0,120,20,,0,685,70,2329,0,0,,0,0,10,0,20,10,0,0,0,0,137,30,90,100,30,0,0,0,0,0,0,0,0,0,0,0,10,0,,350,26852
Estrada2016,02-01-2011,-3.0177,-27.1954,17,3,0,0,,0,0,0,0,0,680,90,,0,0,0,137,0,0,,0,0,60,0,60,20,0,0,0,0,1644,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,160,3836
Estrada2016,02-01-2011,-3.0177,-27.1954,17,28,0,0,,0,0,0,0,0,780,80,,0,10,0,0,0,0,,0,0,40,0,20,20,0,0,0,0,1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,200,7261
Estrada2016,02-01-2011,-3.0177,-27.1954,17,75,0,0,,0,10,30,0,0,10,90,,0,20,140,411,0,0,,0,0,0,0,0,0,0,0,0,0,10,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,130,6165
Estrada2016,03-01-2011,-4.4672,-28.1012,18,3,10,0,,0,10,0,0,0,340,10,,0,0,0,0,0,0,,0,0,40,0,10,20,0,0,0,0,822,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,180,2466
Estrada2016,03-01-2011,-4.4672,-28.1012,18,37,0,0,,0,0,0,0,0,550,10,,0,0,0,137,0,0,,0,0,30,20,30,40,0,0,0,0,2603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,170,3836
Estrada2016,03-01-2011,-4.4672,-28.1012,18,110,0,170,,0,30,10,0,0,0,20,,0,10,270,548,0,0,,0,10,10,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,,230,6165
Estrada2016,04-01-2011,-7.1699,-29.1934,19,3,30,0,,50,0,0,0,0,310,10,,0,0,0,0,0,0,,0,0,40,0,40,60,0,0,0,0,1644,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,4110
Estrada2016,04-01-2011,-7.1699,-29.1934,19,46,0,0,,50,0,0,0,0,210,20,,0,30,10,0,0,0,,0,0,20,0,20,110,0,0,0,0,548,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,3151
Estrada2016,04-01-2011,-7.1699,-29.1934,19,120,0,140,,30,0,10,0,0,0,10,,0,0,150,100,0,0,,0,0,0,0,0,10,0,0,0,0,20,60,0,0,20,0,10,0,70,0,0,0,0,0,0,0,0,0,260,190,1644
Estrada2016,05-01-2011,-9.0765,-30.1129,20,3,20,0,,170,0,0,0,0,70,10,0,0,0,0,0,0,0,,0,0,30,0,20,10,0,0,0,0,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2329
Estrada2016,05-01-2011,-9.0765,-30.1129,20,53,0,0,,370,0,0,0,0,20,20,0,0,0,0,0,0,0,,0,0,10,0,10,10,0,0,0,0,1644,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1096
Estrada2016,05-01-2011,-9.0765,-30.1129,20,150,0,70,,30,0,20,10,0,0,20,10,0,10,0,40,0,0,,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,110,210,2740
Estrada2016,06-01-2011,-11.3843,-31.2232,21,3,0,0,,290,0,0,0,0,110,0,0,0,0,0,0,0,0,,0,0,0,0,30,0,0,0,0,0,1233,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3562
Estrada2016,06-01-2011,-11.3843,-31.2232,21,50,0,0,,710,0,0,0,10,60,10,0,0,0,0,0,0,0,,0,0,0,0,70,50,0,0,0,0,959,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,350,2329
Estrada2016,06-01-2011,-11.3843,-31.2232,21,150,0,90,,0,0,0,0,0,0,20,0,0,0,0,30,0,0,,0,0,10,0,10,0,0,0,0,0,30,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,130,959
Estrada2016,07-01-2011,-13.4413,-32.2257,22,3,0,0,,780,0,0,0,0,180,10,0,0,0,0,0,0,0,,0,0,0,0,20,10,0,10,0,0,822,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,290,2877
Estrada2016,07-01-2011,-13.4413,-32.2257,22,47,0,0,,60,0,0,0,0,0,60,0,0,0,0,20,0,0,,10,0,20,0,30,60,0,10,0,0,10,0,0,10,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,440,7809
Estrada2016,07-01-2011,-13.4413,-32.2257,22,140,0,50,,10,10,30,20,0,0,20,0,0,0,0,240,0,0,,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,10,0,0,0,0,0,0,0,0,0,50,100,822
Estrada2016,08-01-2011,-15.4985,-33.2419,23,3,0,0,,110,0,0,0,10,350,10,0,0,0,0,0,0,0,,0,0,20,0,30,10,0,20,0,0,1370,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,120,2603
Estrada2016,08-01-2011,-15.4985,-33.2419,23,50,30,0,,90,0,0,0,0,410,0,0,0,0,0,10,0,0,,0,0,0,0,40,10,0,0,0,0,1096,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,220,1781
Estrada2016,08-01-2011,-15.4985,-33.2419,23,152,0,0,,20,190,40,10,0,0,0,0,0,0,0,140,0,0,,0,0,10,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2740
Estrada2016,09-01-2011,-18.2545,-34.3866,24,3,0,0,,20,0,0,0,0,250,0,0,0,0,0,0,0,0,,0,0,0,0,10,20,0,0,0,0,411,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,3425
Estrada2016,09-01-2011,-18.2545,-34.3866,24,47,20,0,,30,0,0,0,0,160,0,0,10,20,0,10,0,0,,0,0,0,0,40,100,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,340,8083
Estrada2016,09-01-2011,-18.2545,-34.3866,24,130,0,120,,0,150,250,0,0,0,10,0,30,20,10,180,0,0,,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,20,150,3288
Estrada2016,10-01-2011,-21.056,-35.5834,25,3,0,0,,10,10,0,0,0,290,0,0,0,0,0,0,0,0,,0,0,0,0,120,40,0,20,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,270,3151
Estrada2016,10-01-2011,-21.056,-35.5834,25,45,10,0,,0,0,0,0,0,100,20,0,0,0,0,0,0,0,,0,0,0,0,30,60,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,330,7261
Estrada2016,10-01-2011,-21.056,-35.5834,25,125,0,100,,0,200,280,0,0,0,0,0,10,40,40,200,0,0,,0,0,0,0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,4110
Estrada2016,11-01-2011,-22.5728,-36.5548,26,3,0,0,,50,0,0,0,0,510,0,0,0,0,0,0,0,0,,0,0,0,0,80,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,4795
Estrada2016,11-01-2011,-22.5728,-36.5548,26,46,0,10,,20,10,10,0,0,420,0,0,0,0,20,0,0,0,10,0,0,0,0,130,40,0,0,0,0,40,0,80,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,10,390,8357
Estrada2016,11-01-2011,-22.5728,-36.5548,26,125,0,130,,0,110,10,0,0,0,10,0,10,0,260,50,10,0,0,50,40,0,0,10,0,0,0,0,0,0,50,0,10,0,0,10,0,10,10,0,0,0,0,0,0,0,0,260,170,6028
Estrada2016,19-01-2011,-24.189,-36.1333,27,3,0,0,,30,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1781
Estrada2016,19-01-2011,-24.189,-36.1333,27,41,0,0,,40,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,10,0,40,0,0,0,0,0,0,0,10,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,210,3288
Estrada2016,19-01-2011,-24.189,-36.1333,27,119,0,180,,0,50,0,0,0,10,20,0,0,0,90,40,0,0,0,0,10,10,0,0,0,0,0,0,0,0,60,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,50,160,2466
Estrada2016,20-01-2011,-24.4752,-33.2856,28,3,0,0,,0,0,0,0,0,740,0,0,0,0,0,0,0,0,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,3699
Estrada2016,20-01-2011,-24.4752,-33.2856,28,40,10,0,,10,0,0,0,0,290,0,0,0,0,0,0,10,0,180,0,0,20,0,130,230,0,0,10,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,590,9042
Estrada2016,20-01-2011,-24.4752,-33.2856,28,120,0,200,,0,90,50,0,0,20,0,0,0,0,460,70,0,0,0,10,30,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,180,150,6439
Estrada2016,21-01-2011,-25.2559,-30.0419,29,3,0,0,,10,0,0,0,0,340,0,0,0,0,0,0,0,0,10,0,0,10,0,0,30,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,190,4795
Estrada2016,21-01-2011,-25.2559,-30.0419,29,38,0,80,,0,0,30,0,0,0,0,0,20,0,0,10,10,0,20,20,10,0,0,0,0,0,0,0,0,0,90,50,0,0,10,0,0,150,0,0,0,0,0,0,0,0,0,60,210,1918
Estrada2016,21-01-2011,-25.2559,-30.0419,29,120,0,150,,20,30,50,20,10,120,0,0,0,10,0,280,10,0,0,0,40,40,0,0,0,0,0,0,20,0,50,80,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,20,180,1781
Estrada2016,22-01-2011,-25.5209,-27.3404,30,3,0,0,,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2466
Estrada2016,22-01-2011,-25.5209,-27.3404,30,44,0,0,,10,0,0,0,0,170,0,0,0,0,0,0,0,0,50,0,0,40,0,50,70,0,0,0,0,0,0,0,0,10,50,0,0,0,0,0,0,0,0,0,0,0,0,0,120,4521
Estrada2016,22-01-2011,-25.5209,-27.3404,30,130,0,90,,0,20,0,0,0,10,0,0,0,10,0,50,10,0,0,0,0,0,0,10,0,0,0,10,0,0,150,0,0,0,0,60,0,10,0,0,0,0,0,0,0,0,0,10,60,1096
Estrada2016,23-01-2011,-26.2792,-24.1258,31,3,0,0,0,10,0,0,0,0,590,10,0,0,0,10,0,0,0,0,0,0,10,0,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,2603
Estrada2016,23-01-2011,-26.2792,-24.1258,31,50,0,0,0,0,0,0,0,0,260,10,0,0,0,0,0,0,0,50,0,0,40,0,30,30,0,0,0,0,30,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,330,5754
Estrada2016,23-01-2011,-26.2792,-24.1258,31,140,10,20,10,0,30,10,0,10,30,10,0,30,20,0,660,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,10,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,90,2192
Estrada2016,24-01-2011,-26.5681,-21.2399,32,3,0,0,0,20,0,0,0,0,410,40,0,0,0,0,0,0,0,20,0,0,0,0,100,50,0,0,10,0,0,0,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,270,2466
Estrada2016,24-01-2011,-26.5681,-21.2399,32,39,0,0,0,20,0,0,10,0,70,30,0,0,0,0,0,0,0,40,0,0,40,10,60,60,0,0,0,0,10,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,330,3425
Estrada2016,24-01-2011,-26.5681,-21.2399,32,125,0,30,0,0,40,10,30,0,0,30,0,0,0,10,100,0,0,0,0,0,0,0,30,0,0,0,0,0,0,20,70,0,0,10,170,0,40,10,0,30,0,0,0,0,0,0,40,160,1507
Estrada2016,25-01-2011,-27.332,-18.0536,33,3,10,0,0,40,0,0,0,10,480,10,0,0,0,0,0,0,0,0,0,0,0,0,130,50,0,0,0,0,10,0,0,20,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,260,2192
Estrada2016,25-01-2011,-27.332,-18.0536,33,41,0,0,0,40,0,0,0,10,80,120,0,0,0,0,0,0,0,10,0,0,70,10,20,70,0,0,10,0,20,0,0,10,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,550,4247
Estrada2016,25-01-2011,-27.332,-18.0536,33,120,0,0,0,60,90,0,20,0,90,40,0,0,0,0,0,0,0,0,0,0,70,0,40,0,0,0,0,10,0,40,300,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,4795
Estrada2016,26-01-2011,-28.0544,-14.4748,34,3,0,0,0,0,0,0,0,10,670,0,0,0,0,0,0,0,0,0,0,0,0,0,80,260,0,0,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,3288
Estrada2016,26-01-2011,-28.0544,-14.4748,34,48,0,0,10,0,0,20,30,30,90,10,0,0,0,0,0,0,0,0,0,0,10,0,30,140,10,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,230,3973
Estrada2016,26-01-2011,-28.0544,-14.4748,34,150,0,0,10,0,0,0,10,0,10,10,0,0,10,0,50,0,0,0,0,0,10,0,10,0,0,0,0,0,0,30,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,210,1918
Estrada2016,27-01-2011,-28.3894,-11.487,35,3,0,0,0,0,0,0,0,10,160,10,0,0,0,0,0,0,0,0,0,0,0,0,50,100,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,2192
Estrada2016,27-01-2011,-28.3894,-11.487,35,46,0,0,0,0,0,0,0,0,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,3562
Estrada2016,27-01-2011,-28.3894,-11.487,35,135,0,0,0,0,0,0,10,10,0,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3288
Estrada2016,29-01-2011,-29.4604,-5.1889,37,3,0,0,0,20,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,0,0,0,40,200,10,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,2603
Estrada2016,29-01-2011,-29.4604,-5.1889,37,41,0,0,0,20,0,0,10,0,200,0,0,0,0,0,0,0,30,50,0,0,10,0,10,290,0,0,0,10,0,0,20,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,520,4932
Estrada2016,29-01-2011,-29.4604,-5.1889,37,110,0,50,0,20,460,0,0,0,10,0,0,0,0,0,1096,0,0,10,0,0,10,0,10,10,0,10,0,0,0,1233,340,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380,7809
Estrada2016,30-01-2011,-30.157,-2.2612,38,3,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,10,40,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,411
Estrada2016,30-01-2011,-30.157,-2.2612,38,40,0,0,0,10,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,30,0,0,250,10,0,0,20,0,0,10,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,220,3425
Estrada2016,30-01-2011,-30.157,-2.2612,38,105,0,40,0,0,320,0,0,0,0,0,0,0,0,0,548,0,0,0,0,0,0,0,0,0,0,10,0,0,0,959,110,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,100,9864
Estrada2016,31-01-2011,-30.529,0.5807,39,3,0,0,0,10,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,20,0,10,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,411
Estrada2016,31-01-2011,-30.529,0.5807,39,36,0,0,0,80,10,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,20,0,70,60,0,0,0,0,0,20,50,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,290,3562
Estrada2016,31-01-2011,-30.529,0.5807,39,110,0,20,0,70,50,0,0,0,0,0,0,0,0,0,1233,0,0,0,0,0,10,0,10,10,0,0,0,0,0,90,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,3973
