Latitude,Longitude,Depth,sampling date,sampling month,Month,Year,Reference,Acanthoica acanthifera,Acanthoica quattrospina,Algirosphaera robusta,Alisphaera unicornis,Braarudosphaera bigelowii,Calcidiscus leptoporus,Calcidiscus leptoporus HOL,Calciopappus caudatus,Calciosolenia bimurata,Calciosolenia brasiliensis,Calyptrolithina divergens,Calyptrosphaera heimdaliae,Calyptrosphaera spp.,Ceratolithus cristatus,Ceratolithus nishidae CER,Coccolithus pelagicus,Coccolithus spp.,Coronosphaera mediterranea HOL,Cyclolihus sp.,Cyclolithus sp.,Cyrtosphaera aculeata,Discosphaera tubifera,Emiliania huxleyi var. corona,Emiliania sp.A,Florisphaera profunda,Gephyrocapsa crassipons,Gephyrocapsa ericsonii,Gephyrocapsa oceanica,Gephyrocapsa ornata,Gladiolithus flabellatus,Helicosphaera HOL catilliferus type,Helicosphaera carteri,Helicosphaera carteri HOL,Helicosphaera pavimentum,Helicosphaera pavimentum HOL,Helladosphaera cornifera,Helladosphaera fastigata,Homozygosphaera spp.,Homozygosphaera triarcha,Michaelsarsia adriaticus,Michaelsarsia elegans,Ohiaster hydroideus,Oolithotus antillarum,Oolithotus fragilis,Ophiaster spp.,P. vandelii + R. xiphos,Palusphaera vandelii,Poricalyptra magnaghii,Reticulofenestra parvula,Rhabdosphaera clavigera,Syracolithus catilliferus,Syracosphaera anthos,Syracosphaera anthos HOL,Syracosphaera arethusae HOL,Syracosphaera aurisinae,Syracosphaera corolla,Syracosphaera exigua,Syracosphaera gaarderae,Syracosphaera histrica,Syracosphaera histrica HOL,Syracosphaera lamina,Syracosphaera mediterranea,Syracosphaera molischii,Syracosphaera nana,Syracosphaera nodosa,Syracosphaera orbiculus,Syracosphaera pulchra,Syracosphaera pulchra HOL,Syracosphaera sp.,Syracosphaera spp.,Syracosphaera strigilis HOL,Tetralithoides quadrilaminata,Umbellosphaera irregularis,Umbellosphaera spp.,Umbellosphaera tenuis,Umbilicosphaera angustiforamen,Umbilicosphaera foliosa,Umbilicosphaera hulburtiana,Umbilicosphaera sibogae
40,-154.3,20,1,9,9,1969,Okada1973,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,2592,0,0,0,54,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,0,0,0,0,0,0,0,0,18,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,-154.3,30,1,9,9,1969,Okada1973,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,10175,0,0,0,110,0,0,220,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0
40,-154.3,50,1,9,9,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,345,0,20585,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,0,0,0,0,0,805,0,0,115,0,0,0,230,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,0
40,-154.3,75,1,9,9,1969,Okada1973,0,0,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,0,0,68145,0,0,1540,0,0,0,0,0,0,0,0,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,0,0,0,385,0,0,770,0,0,770,1925,0,0,0,770,0,0,0,0,0,0,0,0,0,0,0,0
40,-154.3,100,1,9,9,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,1972,116,0,101.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,362.5,0,0,130.5,0,0,0,29,0,0,116,43.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,-154.3,125,1,9,9,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675.45,0,0,19.75,3.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.95,0,47.4,0,0,0,0,0,0,7.9,0,0,19.75,3.95,0,0,0,7.9,0,0,0,0,0,0,0,0,0,0,0,0
40,-154.3,150,1,9,9,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0,0,463.6,0,0,6.1,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0,70.15,0,0,0,0,0,0,9.15,6.1,0,18.3,18.3,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0
40,-154.3,200,1,9,9,1969,Okada1973,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.9,0,0,1.3,5.2,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,1.3,0,0,3.9,9.1,0,2.6,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0
39,-154.55,0,1,9,9,1969,Okada1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,-154.51,0,5,9,9,1969,Okada1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36.54,-154.55,0,5,9,9,1969,Okada1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35.59,-154.54,0,5,9,9,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,96,0,888,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,160,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,136,0
35,-154.57,0,5,9,9,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536,0,0,0,0,0,0,0,0,8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,24,0,0,8,0
35,-154.57,10,6,9,9,1969,Okada1973,45,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,54,0,0,0,9,0,279,0,0,0,0,36,0,27,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,9,783,0,0,0,0,0,0,0,0,72,9,0,0,45,0,0,0,18,9,0,0,0,0,0,0,369,0,0,9,0
35,-154.57,20,6,9,9,1969,Okada1973,7,7,0,14,0,0,21,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,182,0,0,0,0,21,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,0,0,0,0,14,0,70,0,0,7,21,0,0,0,14,0,21,0,0,0,0,0,280,0,0,0,0
35,-154.57,30,6,9,9,1969,Okada1973,0,0,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,31.5,0,0,0,63,0,1386,0,0,0,0,63,0,0,0,0,0,0,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,409.5,0,0,0,0,0,0,0,0,31.5,0,0,0,126,0,0,0,94.5,0,0,0,0,0,0,0,4032,0,0,0,0
35,-154.57,50,6,9,9,1969,Okada1973,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,75,0,6225,0,0,150,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,750,0,75,0,0,0,0,0,0,75,375,0,75,75,0,0,0,150,0,150,0,0,0,0,0,6300,0,0,0,0
35,-154.57,75,6,9,9,1969,Okada1973,0,0,0,46.5,0,46.5,139.5,0,0,0,0,0,0,0,0,0,0,46.5,0,0,0,186,0,6556.5,0,0,0,46.5,0,0,46.5,0,0,0,0,46.5,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,46.5,46.5,0,0,46.5,0,0,0,186,0,0,0,0,0,0,0,1255.5,0,0,93,0
35,-154.57,100,6,9,9,1969,Okada1973,0,0,49.5,0,0,0,247.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8761.5,0,0,0,0,0,0,49.5,0,0,0,0,0,0,0,0,0,0,0,49.5,0,0,0,0,0,49.5,396,0,49.5,0,0,0,0,0,0,99,0,0,49.5,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0
35,-154.57,125,6,9,9,1969,Okada1973,0,0,0,0,0,262.5,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,2100,112.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,4687.5,37.5,0,0,0,0,0,0,0,37.5,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,-154.57,150,6,9,9,1969,Okada1973,0,0,0,0,0,86,0,0,0,64.5,0,0,0,0,0,0,0,0,0,0,0,0,0,967.5,1591,0,0,0,0,64.5,0,0,0,0,0,0,0,0,0,0,0,0,1419,43,0,0,0,0,0,0,0,21.5,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,-154.57,200,6,9,9,1969,Okada1973,0,0,0,0,0,9.6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,288,24,0,0,4.8,0,9.6,0,0,0,0,0,0,0,0,0,0,0,0,64.8,16.8,0,0,0,0,0,2.4,0,12,0,0,33.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0
34,-154.48,0,6,9,9,1969,Okada1973,51.0204081633,0,0,20.4081632653,0,0,51.0204081633,0,0,0,0,0,0,0,0,0,0,61.2244897959,0,0,0,20.4081632653,0,295.9183673469,0,0,0,0,10.2040816327,0,51.0204081633,0,0,0,20.4081632653,0,0,0,20.4081632653,0,0,0,0,0,0,0,0,30.612244898,0,540.8163265306,0,0,51.0204081633,0,51.0204081633,0,0,0,10.2040816327,30.612244898,0,10.2040816327,71.4285714286,0,0,0,40.8163265306,30.612244898,30.612244898,0,0,0,0,0,500,0,0,0,0
33,-154.5,0,7,9,9,1969,Okada1973,14,14,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,42,7,175,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,581,0,0,7,0,0,0,14,0,70,0,0,14,49,0,0,0,28,91,35,0,0,0,7,0,133,0,0,21,7
32,-154.53,0,7,9,9,1969,Okada1973,10,0,0,40,0,0,20,0,0,0,0,0,0,0,0,0,0,30,0,0,0,300,10,170,0,0,0,0,20,0,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,30,0,660,0,0,40,0,40,0,0,0,40,30,0,40,50,0,0,0,90,130,120,0,0,0,0,0,90,0,0,10,0
31,-154.48,0,7,9,9,1969,Okada1973,3.1,6.2,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,241.8,6.2,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.7,0,0,9.3,0,3.1,0,0,0,3.1,0,0,6.2,12.4,0,0,0,27.9,27.9,3.1,0,0,0,3.1,0,55.8,0,0,3.1,0
29.59,-155.1,0,7,9,9,1969,Okada1973,0,12.0895522388,0,4.0298507463,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0597014925,0,0,0,326.4179104478,0,0,0,0,0,0,0,0,4.0298507463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201.4925373134,0,0,4.0298507463,0,0,0,0,0,4.0298507463,0,0,0,4.0298507463,0,0,0,24.1791044776,36.2686567164,0,0,0,0,112.8358208955,0,68.5074626866,0,0,0,0
29.59,-155.1,10,8,9,9,1969,Okada1973,0,60.3015075377,0,0,0,0,6.0301507538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.2361809045,12.0603015075,12.0603015075,0,0,0,0,0,0,18.0904522613,0,0,0,0,12.0603015075,0,0,0,0,0,0,0,0,0,0,0,18.0904522613,0,277.3869346734,0,0,6.0301507538,0,0,6.0301507538,12.0603015075,0,24.1206030151,6.0301507538,0,6.0301507538,48.2412060302,0,6.0301507538,0,18.0904522613,120.6030150754,18.0904522613,0,0,0,150.7537688442,0,114.5728643216,0,0,0,0
29.59,-155.1,20,8,9,9,1969,Okada1973,0,135,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,40.5,0,0,0,580.5,0,27,0,0,0,0,0,0,108,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,202.5,0,486,0,0,0,0,13.5,0,13.5,0,67.5,27,0,0,175.5,0,27,0,121.5,364.5,0,0,0,0,162,0,67.5,0,0,0,0
29.59,-155.1,30,8,9,9,1969,Okada1973,39,143,13,91,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,325,0,39,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0,585,0,0,0,0,117,0,65,0,26,156,0,13,117,0,0,0,299,65,0,0,0,0,52,0,117,0,0,0,0
29.59,-155.1,50,8,9,9,1969,Okada1973,0,174.8717948718,0,15.8974358974,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7948717949,0,0,15.8974358974,238.4615384615,0,79.4871794872,0,0,0,0,15.8974358974,0,190.7692307692,0,0,0,0,31.7948717949,0,0,0,0,0,0,0,0,0,0,0,143.0769230769,0,651.7948717949,0,31.7948717949,111.2820512821,0,127.1794871795,15.8974358974,0,0,63.5897435897,95.3846153846,0,0,238.4615384615,0,0,0,302.0512820513,79.4871794872,15.8974358974,0,0,0,63.5897435897,0,365.641025641,0,0,0,0
29.59,-155.1,75,8,9,9,1969,Okada1973,32.5,65,130,32.5,0,0,32.5,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0,260,0,162.5,0,0,32.5,0,65,0,130,65,0,0,0,32.5,0,0,0,65,0,0,0,0,0,0,0,0,0,682.5,0,0,97.5,0,65,0,0,0,32.5,0,0,0,0,0,32.5,0,260,0,0,0,0,0,0,0,4192.5,0,0,0,0
29.59,-155.1,100,8,9,9,1969,Okada1973,100,0,200,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700,0,200,0,0,250,0,100,0,0,50,0,0,50,50,0,0,0,150,0,0,0,0,0,0,0,0,0,300,0,100,0,0,0,0,150,0,200,100,0,50,150,0,0,0,250,0,0,0,0,0,50,0,6750,0,0,0,0
29.59,-155.1,125,8,9,9,1969,Okada1973,25,0,0,25,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,0,0,100,0,1550,25,0,50,0,625,25,0,50,0,0,25,0,0,0,0,325,0,0,450,0,0,0,0,0,50,25,0,225,0,0,0,0,50,0,50,0,0,0,125,0,0,0,100,25,175,0,0,0,0,0,450,0,0,0,0
29.59,-155.1,150,8,9,9,1969,Okada1973,0,0,0,18,18,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,144,1386,0,0,0,18,720,0,0,0,0,0,0,0,0,0,0,0,0,756,0,0,0,0,0,0,0,0,108,0,0,18,0,0,54,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,18
29.59,-155.1,200,8,9,9,1969,Okada1973,0,0,0,0,0,3.216080402,0,0,0,109.3467336683,0,0,0,0,0,0,0,0,0,0,0,6.432160804,0,102.9145728643,93.2663316583,0,3.216080402,0,3.216080402,102.9145728643,0,3.216080402,0,0,0,0,0,0,0,0,0,0,138.2914572864,9.648241206,0,0,0,0,0,0,0,22.5125628141,0,0,35.3768844221,0,0,3.216080402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.216080402,0,0,0,0
29,-155.3,0,8,9,9,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.4,0,0,0,0,0,0,0,0,4.9,0,0,0,19.6,0,0,0,29.4,4.9,4.9,0,0,0,436.1,0,166.6,0,0,0,0
28,-154.58,0,9,9,9,1969,Okada1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,-154.58,0,9,9,9,1969,Okada1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,-154.58,0,9,9,9,1969,Okada1973,0,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.5,0,0,0,0,0,0,0,0,0,0,0,18.5,37,0,0,0,55.5,222,0,0,0,0,2553,0,351.5,0,0,0,0
25,-154.58,0,9,9,9,1969,Okada1973,0,14.1414141414,0,14.1414141414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622.2222222222,155.5555555556,28.2828282828,0,0,0,0,0,0,14.1414141414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.4141414141,0,0,14.1414141414,0,0,0,0,0,0,0,0,14.1414141414,0,0,0,0,84.8484848485,98.9898989899,0,0,0,0,1357.5757575758,0,226.2626262626,0,0,14.1414141414,0
25,-154.58,10,10,9,9,1969,Okada1973,0,106.5989847716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657.3604060914,159.8984771574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5329949239,0,124.3654822335,0,0,0,0,0,0,0,0,0,0,0,35.5329949239,53.2994923858,0,0,0,106.5989847716,106.5989847716,0,0,0,0,1847.7157360406,0,230.9644670051,0,0,35.5329949239,0
25,-154.58,20,10,9,9,1969,Okada1973,29.2929292929,117.1717171717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483.3333333333,73.2323232323,0,0,0,0,0,0,0,43.9393939394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.6464646465,0,131.8181818182,0,0,0,0,0,0,0,0,0,0,0,29.2929292929,29.2929292929,0,0,0,87.8787878788,117.1717171717,0,0,0,0,1493.9393939394,0,248.9898989899,0,0,0,0
25,-154.58,30,10,9,9,1969,Okada1973,0,42,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,98,28,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,112,154,0,0,0,0,1414,0,154,0,0,0,0
25,-154.58,50,10,9,9,1969,Okada1973,0,0,0,0,0,0,31.3131313131,0,0,0,0,0,0,0,0,0,0,15.6565656566,0,0,0,313.1313131313,328.7878787879,46.9696969697,0,0,0,0,0,0,15.6565656566,46.9696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.8787878788,0,0,15.6565656566,0,0,0,0,0,0,0,0,0,0,0,0,0,219.1919191919,62.6262626263,0,0,0,0,1518.6868686869,0,281.8181818182,0,0,15.6565656566,0
25,-154.58,75,10,9,9,1969,Okada1973,0,0,0,15.1515151515,0,0,15.1515151515,0,0,0,0,0,0,0,0,0,0,15.1515151515,0,0,0,227.2727272727,0,30.303030303,0,0,45.4545454545,0,0,0,0,15.1515151515,0,0,0,0,0,0,0,15.1515151515,0,0,0,0,0,0,0,0,0,242.4242424242,0,0,15.1515151515,0,30.303030303,0,0,0,15.1515151515,0,0,15.1515151515,45.4545454545,0,0,0,15.1515151515,0,0,0,0,0,1045.4545454546,0,1196.9696969697,0,0,0,0
25,-154.58,100,10,9,9,1969,Okada1973,0,0,8.5427135678,0,0,0,0,0,0,4.2713567839,0,0,0,0,0,0,0,0,0,0,0,42.7135678392,0,81.1557788945,4.2713567839,29.8994974874,64.0703517588,8.5427135678,0,0,0,0,0,0,0,0,0,0,0,21.3567839196,0,0,0,0,0,0,0,0,0,8.5427135678,0,8.5427135678,0,0,0,0,0,0,0,0,0,12.8140703518,34.1708542714,0,0,0,34.1708542714,0,12.8140703518,0,0,0,341.7085427136,0,123.8693467337,0,0,8.5427135678,0
25,-154.58,125,10,9,9,1969,Okada1973,0,0,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.5,1998,0,18.5,37,0,425.5,18.5,0,0,0,0,0,0,0,0,37,0,0,55.5,74,0,0,0,0,0,18.5,0,74,0,0,55.5,0,0,37,0,0,0,0,0,37,0,0,0,0,74,0,0,0,0,0,55.5,0,0,0,0
25,-154.58,150,10,9,9,1969,Okada1973,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,270,0,5,10,10,400,0,0,0,0,0,0,0,0,0,5,0,0,30,20,0,0,0,0,0,0,0,40,5,0,20,0,0,0,5,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,5
25,-154.58,200,10,9,9,1969,Okada1973,0,0,12.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.55,0,0,0,20.35,75.85,0,0,3.7,0,194.25,0,0,0,0,0,0,0,0,0,1.85,0,0,29.6,12.95,0,0,0,0,0,0,0,5.55,0,0,0,0,0,1.85,0,0,0,0,0,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,-154.58,0,10,9,9,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,126,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,49,14,0,0,0,0,1015,0,168,0,0,0,0
23,-154.53,0,11,9,9,1969,Okada1973,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,25,25,0,0,0,0,1900,0,250,0,0,0,0
22,-154.55,0,11,9,9,1969,Okada1973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5555555556,0,0,0,166.6666666667,22.2222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.4444444444,0,0,0,0,0,0,5.5555555556,0,0,0,0,0,11.1111111111,0,0,0,50,27.7777777778,0,0,0,0,616.6666666667,0,127.7777777778,0,0,22.2222222222,0
21,-155.1,0,11,9,9,1969,Okada1973,5.2083333333,5.2083333333,0,0,0,0,0,0,0,0,0,0,0,0,5.2083333333,0,0,0,0,0,0,78.125,26.0416666667,26.0416666667,0,0,0,5.2083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.9583333333,0,0,0,0,0,0,10.4166666667,0,0,0,0,0,0,0,0,0,20.8333333333,10.4166666667,0,0,0,0,661.4583333333,0,41.6666666667,0,0,5.2083333333,0
21,-155.1,10,12,9,9,1969,Okada1973,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,0,0,6.5,45.5,19.5,26,0,0,0,19.5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,97.5,0,0,0,0,0,0,19.5,0,0,0,0,0,0,0,0,0,13,39,0,0,0,0,923,0,26,0,0,19.5,0
21,-155.1,20,12,9,9,1969,Okada1973,0,28.2828282828,0,0,0,0,0,0,0,0,0,0,0,7.0707070707,0,0,0,0,0,0,0,127.2727272727,7.0707070707,70.7070707071,0,0,7.0707070707,21.2121212121,0,0,7.0707070707,0,0,0,0,0,0,0,0,0,0,0,7.0707070707,0,0,0,0,0,0,247.4747474747,0,7.0707070707,0,0,0,0,7.0707070707,0,0,0,0,0,21.2121212121,0,0,0,7.0707070707,21.2121212121,0,0,0,0,756.5656565657,0,49.4949494949,0,0,0,0
21,-155.1,30,12,9,9,1969,Okada1973,7.2538860104,36.2694300518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.7616580311,137.8238341969,21.7616580311,65.2849740933,0,0,0,7.2538860104,0,0,14.5077720207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2538860104,0,72.5388601036,0,0,0,0,0,0,7.2538860104,0,0,0,0,7.2538860104,21.7616580311,0,0,0,14.5077720207,50.7772020725,0,0,0,0,877.7202072539,0,14.5077720207,0,0,14.5077720207,0
21,-155.1,50,12,9,9,1969,Okada1973,0,6.0606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.7272727273,24.2424242424,90.9090909091,0,0,0,24.2424242424,0,0,0,0,0,0,0,0,0,0,6.0606060606,0,0,0,0,0,0,0,0,6.0606060606,0,133.3333333333,0,0,0,0,0,0,0,0,0,0,0,6.0606060606,0,0,0,0,12.1212121212,6.0606060606,0,0,0,0,739.3939393939,0,60.6060606061,0,0,12.1212121212,0
21,-155.1,75,12,9,9,1969,Okada1973,35.5,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.5,0,35.5,35.5,0,71,0,0,0,35.5,0,0,0,106.5,0,0,0,213,0,0,0,0,0,3763,0,2378.5,0,0,35.5,0
