,Latitude,Longitude,Depth,Month,Year,Acanthoica acanthifera,Acanthoica acanthos,Acanthoica quattrospina,Acanthoica quattrospina HOL,Algirosphaera robusta,Alisphaera capulata,Alisphaera extenta,Alisphaera gaudii,Alisphaera gaudii POL,Alisphaera pinnigera,Alisphaera unicornis,Alisphaera unicornis POL,Calcidiscus leptoporus,Calcidiscus leptoporus HOL,Calciopappus caudatus,Calciopappus rigidus,Calciosolenia brasiliensis,Calciosolenia murrayi,Calicasphaera blokii,Calicasphaera concava,Calicasphaera diconstricta,Calyptrolithina divergens,Calyptrolithina multipora,Calyptrosphaera heimdaliae,Calyptrosphaera sphaeroidea HOL,Ceratolithus cristatus CER,Ceratolithus cristatus HET,Coccolithus pelagicus,Coccolithus pelagicus HOL,Corisphaera gracilis,Corisphaera tyrrheniensis,Cyrtosphaera aculeata,Discosphaera tubifera,Emiliania huxleyi,Florisphaera profunda,Formonsella pyramidosa,Gephyrocapsa ericsonii,Gephyrocapsa muellerae,Gephyrocapsa oceanica,Gephyrocapsa ornata,Gephyrocapsa parvula,Gladiolithus flabellatus,Gliscolithus amitakareniae,Hayaster perplexus,Helicosphaera HOL catilliferus type,Helicosphaera HOL confusus type,Helicosphaera HOL ponticuliferus type,Helicosphaera carteri,Helicosphaera hyalina,Helicosphaera pavimentum,Helicosphaera pavimentum HOL,Helicosphaera wallichii,Helladosphaera cornifera,Helladosphaera pienaarii,Homozygosphaera spinosa,Homozygosphaera triarcha,Michaelsarsia adriaticus,Michaelsarsia elegans,Oolithotus antillarum,Oolithotus fragilis,Ophiaster formosus,Ophiaster hydroideus,Palusphaera vandelii,Pappomonas sp. type 3,Pappomonas sp. type 5,Papposphaera lepida,Picarola margalefii,Pontosphaera syracusana,Rhabdosphaera clavigera,Rhabdosphaera xiphos,Scyphosphaera apsteinii,Sphaerocalyptra adenensis,Sphaerocalyptra quadridentata,Syracosphaera ampliora,Syracosphaera anthos,Syracosphaera anthos HOL,Syracosphaera arethusae,Syracosphaera arethusae HOL,Syracosphaera aurisinae,Syracosphaera aurisinae HOL,Syracosphaera bannockii,Syracosphaera bannockii HOL,Syracosphaera borealis,Syracosphaera corolla,Syracosphaera dilatata,Syracosphaera epigrosa,Syracosphaera exigua,Syracosphaera gaarderae,Syracosphaera gaarderae HOL,Syracosphaera halldalii,Syracosphaera hastata,Syracosphaera histrica,Syracosphaera histrica HOL,Syracosphaera isselii HOL,Syracosphaera lafourcadii HOL,Syracosphaera magnaghii HOL,Syracosphaera marginiporata,Syracosphaera mediterranea,Syracosphaera mediterranea HOL gracillima type,Syracosphaera mediterranea HOL marisrubri type,Syracosphaera mediterranea HOL wettsteinii type,Syracosphaera molischii,Syracosphaera molischii HOL,Syracosphaera nana HOL,Syracosphaera neapolitana,Syracosphaera nodosa,Syracosphaera noroitica,Syracosphaera orbiculus,Syracosphaera ossa,Syracosphaera periperforata HOL,Syracosphaera prolongata,Syracosphaera protrudens,Syracosphaera pulchra,Syracosphaera pulchra HOL galea type,Syracosphaera pulchra HOL oblonga type,Syracosphaera reniformis,Syracosphaera rotula,Syracosphaera squamosa,Syracosphaera strigilis,Syracosphaera strigilis HOL,Syracosphaera tumularis,Turrilithus latericioides,Umbellosphaera irregularis,Umbellosphaera tenuis,Umbilicosphaera anulus,Umbilicosphaera foliosa,Umbilicosphaera hulburtiana,Umbilicosphaera sibogae,Wigwamma antarctica,Zygosphaera amoena,Zygosphaera marsilii
1433,22.5,-158.5,25,8,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4265.0,1475.0,,,,,,,
1434,22.5,-158.5,25,9,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10011.0,1121.0,,,,,,,
1435,22.5,-158.5,25,9,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9159.0,194.0,,,,,,,
1436,22.5,-158.5,25,10,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7102.0,815.0,,,,,,,
1437,22.5,-158.5,25,11,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.0,175.0,,,,,,,
1438,22.5,-158.5,25,11,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.0,,,,,,,,
1439,22.5,-158.5,50,1,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,,
1440,22.5,-158.5,50,2,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7048.0,223.0,,7493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1335.0,742.0,,,,,,,
1441,22.5,-158.5,50,2,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19016.0,,,1630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2755.0,3764.0,,,,,,,
1442,22.5,-158.5,50,3,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2029.0,,,507.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1444.0,585.0,,,,,,,
1443,22.5,-158.5,50,4,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4760.0,,,595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3332.0,2142.0,,,,,,,
1444,22.5,-158.5,50,4,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2631.0,1738.0,,,,,,,
1445,22.5,-158.5,50,5,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6664.0,238.0,,1983.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349.0,2698.0,,,,,,,
1446,22.5,-158.5,50,5,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,878.0,,,585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6615.0,4332.0,,,,,,,
1447,22.5,-158.5,50,6,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.0,33.0,,198.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486.0,2873.0,,,,,,,
1448,22.5,-158.5,50,6,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.0,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.0,585.0,,,,,,,
1449,22.5,-158.5,50,7,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4650.0,,,2087.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2623.0,5783.0,,,,,,,
1450,22.5,-158.5,50,7,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.0,,,242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8696.0,6200.0,,,,,,,
1451,22.5,-158.5,50,7,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3770.0,2838.0,,,,,,,
1452,22.5,-158.5,50,8,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7696.0,1150.0,,,,,,,
1453,22.5,-158.5,50,8,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6793.5,2491.0,,,,,,,
1454,22.5,-158.5,50,9,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10012.0,582.0,,,,,,,
1455,22.5,-158.5,50,9,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.0,,,1745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4721.0,4165.0,,,,,,,
1456,22.5,-158.5,50,10,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4205.0,595.0,,,,,,,
1457,22.5,-158.5,50,10,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2048.0,80.0,,,,,,,
1458,22.5,-158.5,50,11,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602.0,80.0,,,,,,,
1459,22.5,-158.5,75,1,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,194.0,,,,,,,
1460,22.5,-158.5,75,2,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4934.0,,,7018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1807.0,3057.0,,,,,,,
1461,22.5,-158.5,75,2,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19909.0,116.0,,1436.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940.0,2600.0,,,,,,,
1462,22.5,-158.5,75,3,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1642.0,,,344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611.0,725.0,,,,,,,
1463,22.5,-158.5,75,4,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1840.0,,,660.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3020.0,3784.5,,,,,,,
1464,22.5,-158.5,75,4,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2767.0,,,541.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6076.0,4632.0,,,,,,,
1465,22.5,-158.5,75,5,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1940.0,,,1940.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203.0,2173.0,,,,,,,
1466,22.5,-158.5,75,5,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1203.0,,,744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7502.0,7159.0,,,,,,,
1467,22.5,-158.5,75,6,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.0,,,1203.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1483.0,3408.0,,,,,,,
1468,22.5,-158.5,75,7,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4082.0,,,7932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4549.0,6998.0,,,,,,,
1469,22.5,-158.5,75,7,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226.0,,,2988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3295.0,5555.0,,,,,,,
1470,22.5,-158.5,75,7,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,868.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5423.0,4382.0,,,,,,,
1471,22.5,-158.5,75,8,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0,,,,,,,
1472,22.5,-158.5,75,8,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.0,1866.0,,2690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6291.5,2842.0,,,,,,,
1473,22.5,-158.5,75,9,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764.0,,,1924.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19885.0,13070.0,,,,,,,
1474,22.5,-158.5,75,9,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3571.0,,,5240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708.0,3494.0,,,,,,,
1475,22.5,-158.5,75,10,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1319.0,,,12884.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7141.0,5511.0,,,,,,,
1476,22.5,-158.5,75,10,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2593.0,,,550.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9037.0,5658.0,,,,,,,
1477,22.5,-158.5,75,11,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.0,218.0,,,,,,,
1478,22.5,-158.5,75,11,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.0,,,432.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1375.0,589.0,,,,,,,
1479,22.5,-158.5,100,1,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595.0,2658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,22.5,-158.5,100,2,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5927.0,,,1648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.0,222.0,,,,,,,
1481,22.5,-158.5,100,2,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3842.0,14126.0,,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,22.5,-158.5,100,3,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4141.0,118.0,,2643.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,
1483,22.5,-158.5,100,4,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4656.0,,,1142.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3507.5,3838.0,,,,,,,
1484,22.5,-158.5,100,4,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2248.0,,,1716.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2781.0,3964.0,,,,,,,
1485,22.5,-158.5,100,5,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123.0,,,3207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1443.0,2205.0,,,,,,,
1486,22.5,-158.5,100,5,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5916.0,177.0,,2366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,355.0,,,,,,,
1487,22.5,-158.5,100,6,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.0,,,1630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1708.0,6947.0,,,,,,,
1488,22.5,-158.5,100,6,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887.0,,,947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,828.0,2248.0,,,,,,,
1489,22.5,-158.5,100,7,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8002.0,,,6524.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2609.0,3914.0,,,,,,,
1490,22.5,-158.5,100,7,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1486.0,,,1084.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,321.0,,,,,,,
1491,22.5,-158.5,100,7,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1165.0,717.0,,,,,,,
1492,22.5,-158.5,100,8,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1391.5,41.0,,2820.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4913.0,1355.0,,,,,,,
1493,22.5,-158.5,100,9,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3260.0,,,10633.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,1242.0,,,,,,,
1494,22.5,-158.5,100,9,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4691.0,,,5893.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2486.0,4450.0,,,,,,,
1495,22.5,-158.5,100,10,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.0,,,4891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11787.0,16357.0,,,,,,,
1496,22.5,-158.5,100,10,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3978.0,,,3410.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3085.0,2923.0,,,,,,,
1497,22.5,-158.5,100,11,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.0,677.0,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.0,271.0,,,,,,,
1498,22.5,-158.5,100,11,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1886.0,8467.0,,2207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,40.0,,,,,,,
1499,22.5,-158.5,125,3,2004,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,180.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,22.5,-158.5,125,6,2004,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,820.0,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,22.5,-158.5,150,1,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,22.5,-158.5,150,2,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1906.0,3369.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,
1503,22.5,-158.5,150,2,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.0,783.0,,157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,22.5,-158.5,150,3,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458.0,5383.0,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,38.0,,,,,,,
1505,22.5,-158.5,150,4,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2604.5,2012.5,,427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,213.5,,,,,,,
1506,22.5,-158.5,150,4,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947.0,2119.0,,1546.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,,,,,,,,
1507,22.5,-158.5,150,5,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2406.0,1824.0,,427.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,
